timestamp, gpu_0_utilization.gpu [% or MiB], gpu_0_utilization.memory [% or MiB], gpu_0_memory.total [% or MiB], gpu_0_memory.free [% or MiB], gpu_0_memory.used [% or MiB], gpu_1_utilization.gpu [% or MiB], gpu_1_utilization.memory [% or MiB], gpu_1_memory.total [% or MiB], gpu_1_memory.free [% or MiB], gpu_1_memory.used [% or MiB]
2025/03/16 22:24:34.576, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:24:35.624, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:24:36.805, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:24:37.850, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:24:39.045, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:24:40.090, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:24:41.138, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:24:42.320, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:24:43.363, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:24:44.523, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:24:45.567, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:24:46.611, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:24:47.805, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:24:48.853, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:24:50.678, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:24:51.939, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:24:52.983, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:24:54.168, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:24:55.210, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:24:56.254, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:24:57.474, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:24:58.529, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:24:59.700, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:25:00.748, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:25:01.810, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:25:03.002, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:25:04.044, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:25:05.248, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:25:06.297, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:25:07.340, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:25:08.571, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:25:09.614, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:25:10.807, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:25:11.850, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:25:12.896, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:25:14.122, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:25:15.167, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:25:16.366, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:25:17.411, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:25:18.455, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:25:19.679, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:25:20.722, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:25:21.925, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:25:22.970, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:25:24.015, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:25:25.247, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:25:26.289, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:25:27.459, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:25:28.534, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:25:29.579, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:25:30.807, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:25:31.847, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:25:33.038, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:25:34.082, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:25:35.122, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:25:36.314, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:25:37.358, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:25:38.538, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:25:39.584, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:25:40.629, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:25:41.829, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:25:42.871, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:25:44.044, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:25:45.089, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:25:46.131, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:25:47.332, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:25:48.375, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:25:49.573, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:25:50.615, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:25:51.661, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:25:52.857, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:25:53.900, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:25:55.091, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:25:56.135, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:25:57.406, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:25:58.782, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:25:59.836, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:26:01.083, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:26:02.637, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:26:03.880, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:26:04.922, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:26:06.106, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:26:07.152, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:26:08.306, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:26:09.479, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:26:10.536, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:26:11.617, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:26:12.661, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:26:13.708, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:26:14.901, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:26:15.945, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:26:17.135, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:26:18.179, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:26:19.224, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:26:20.409, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:26:21.452, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:26:22.637, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:26:23.684, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:26:24.731, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:26:25.917, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:26:26.978, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:26:28.151, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:26:29.202, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:26:30.245, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:26:31.435, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:26:32.479, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:26:33.668, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:26:34.715, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:26:35.758, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:26:36.952, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:26:37.996, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:26:39.185, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:26:40.227, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:26:41.272, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:26:42.475, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:26:43.517, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:26:44.710, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:26:45.757, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:26:46.800, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:26:48.001, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:26:49.044, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:26:50.248, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:26:51.291, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:26:52.338, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:26:53.513, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:26:54.558, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:26:55.753, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:26:56.804, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:26:57.851, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:26:59.053, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:27:00.103, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:27:01.283, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:27:02.332, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:27:03.377, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:27:04.601, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:27:05.645, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:27:06.833, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:27:07.880, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:27:08.926, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:27:10.128, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:27:11.171, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:27:12.361, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:27:13.410, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:27:14.457, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:27:15.655, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:27:16.699, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:27:17.894, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:27:18.942, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:27:19.986, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:27:21.183, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:27:22.226, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:27:23.417, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:27:24.465, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:27:25.509, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:27:26.690, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:27:27.734, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:27:28.923, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:27:29.971, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:27:31.015, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:27:32.251, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:27:33.294, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:27:34.435, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:27:35.478, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:27:36.523, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:27:37.714, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:27:38.760, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:27:39.939, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:27:40.986, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:27:42.030, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:27:43.217, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:27:44.265, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:27:45.835, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:27:47.032, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:27:48.076, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:27:49.165, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:27:50.207, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:27:51.252, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:27:52.452, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:27:53.496, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:27:54.684, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:27:55.731, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:27:56.775, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:27:58.121, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:27:59.175, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:28:00.362, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:28:01.408, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:28:02.457, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:28:03.609, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:28:04.649, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:28:05.846, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:28:06.890, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:28:07.934, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:28:09.116, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:28:10.162, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:28:11.349, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:28:12.394, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:28:13.437, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:28:14.633, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:28:15.677, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:28:16.864, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:28:17.911, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:28:18.955, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:28:20.142, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:28:21.188, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:28:22.380, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:28:23.429, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:28:24.474, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:28:25.653, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:28:26.696, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:28:27.895, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:28:28.939, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:28:29.987, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:28:31.174, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:28:32.215, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:28:33.398, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:28:34.440, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:28:35.484, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:28:36.682, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:28:37.727, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:28:38.914, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:28:39.960, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:28:41.008, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:28:42.204, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:28:43.244, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:28:44.437, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:28:45.484, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:28:46.530, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:28:47.692, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:28:48.739, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:28:49.933, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:28:50.975, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:28:52.021, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:28:53.214, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:28:54.261, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:28:55.454, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:28:56.499, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:28:57.586, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:28:58.739, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:28:59.797, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:29:00.978, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:29:02.024, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:29:03.141, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:29:04.305, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:29:05.351, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:29:06.534, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:29:07.576, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:29:08.622, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:29:09.817, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:29:10.862, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:29:12.050, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:29:13.093, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:29:14.140, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:29:15.334, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:29:16.389, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:29:17.572, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:29:18.615, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:29:19.661, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:29:20.851, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:29:21.895, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:29:23.086, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:29:24.132, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:29:25.179, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:29:26.364, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:29:27.409, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:29:28.587, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:29:29.634, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:29:30.683, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:29:31.938, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:29:32.985, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:29:34.117, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:29:35.167, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:29:36.214, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:29:37.391, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:29:38.432, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:29:39.621, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:29:40.670, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:29:41.713, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:29:42.901, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:29:43.948, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:29:45.125, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:29:46.177, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:29:47.225, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:29:48.510, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:29:49.550, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:29:50.655, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:29:51.702, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
2025/03/16 22:29:52.744, 0, 0, 81920, 81037, 0,0, 0, 81920, 81037, 0
